代號,名稱,成交,漲跌 價,漲跌 幅,平均 毛利 (億),22Q1 毛利 (億),22Q2 毛利 (億),22Q3 毛利 (億),22Q4 毛利 (億),23Q1 毛利 (億),23Q2 毛利 (億),23Q3 毛利 (億),23Q4 毛利 (億),24Q1 毛利 (億),24Q2 毛利 (億),24Q3 毛利 (億),24Q4 毛利 (億),17Q1 毛利 (億),17Q2 毛利 (億),17Q3 毛利 (億),17Q4 毛利 (億),18Q1 毛利 (億),18Q2 毛利 (億),18Q3 毛利 (億),18Q4 毛利 (億),19Q1 毛利 (億),19Q2 毛利 (億),19Q3 毛利 (億),19Q4 毛利 (億),季度,14Q1 毛利 (億),14Q2 毛利 (億),14Q3 毛利 (億),14Q4 毛利 (億),15Q1 毛利 (億),15Q2 毛利 (億),15Q3 毛利 (億),15Q4 毛利 (億),16Q1 毛利 (億),16Q2 毛利 (億),16Q3 毛利 (億),16Q4 毛利 (億)
3057,喬鼎,8.18,-0.09,-1.09,3.4,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,3.81,4.63,4.32,4.74,3.78,3.08,2.58,3.22,2.64,2.48,2.79,2.78
3058,立德,10.25,-0.15,-1.44,2.12,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,2.2,1.93,2.33,2.29,1.79,2.27,2.33,2.24,1.86,1.95,2.08,2.11
3092,鴻碩,19.25,-0.5,-2.53,1.22,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.54,1.03,0.83,0.5,0.64,0.62,1.17,1.47,1.39,2.08,2.37,2.06
3149,正達,29.8,-0.35,-1.16,-2.59,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.6,-0.68,1.01,-1.91,-5.04,-6.74,-2.8,-3.59,-4.95,-2.43,-1.77,-1.59
3321,同泰,7.08,+0.36,+5.36,1.23,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.51,2.1,2.11,1.76,2.07,1.74,1.04,0.93,0.46,0.35,0.32,0.39
3419,譁裕,14.55,+0.15,+1.04,1.03,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.82,0.79,1.05,1.17,1.02,0.78,1.18,0.98,0.7,0.91,1.31,1.6
3432,台端,13.8,+0.65,+4.94,0.55,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.59,0.81,0.91,0.93,0.58,0.41,0.53,0.5,0.4,0.29,0.4,0.21
3437,榮創,15.15,-0.15,-0.98,2.5,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,3.17,3.38,2.22,3.11,3.18,1.87,2.62,2.78,1.9,1.18,2.31,2.24
3494,誠研,14.55,0,0,1.25,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.57,1.62,1.43,1.49,1.46,1.32,1.29,1.11,1.64,1.09,0.62,0.38
3504,揚明光,44.35,+0.35,+0.8,2.86,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,2.83,3.17,3.36,4.03,2.71,3.05,3.37,3.14,2.29,1.83,2.44,2.14
3518,柏騰,17.75,0,0,0.53,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.43,0.49,0.5,0.82,0.96,0.74,0.45,0.58,0.33,0.4,0.38,0.3
3530,晶相光,55.4,-0.7,-1.25,2.42,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,1.97,1.27,4.02
3543,州巧,17.4,+0.3,+1.75,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
3550,聯穎,12.6,-0.05,-0.4,1.72,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.48,1.86,1.6,1.51,1.42,1.64,1.55,2.01,1.69,1.91,1.88,2.05
代號,名稱,成交,漲跌 價,漲跌 幅,平均 毛利 (億),,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,14Q1 毛利 (億),14Q2 毛利 (億),14Q3 毛利 (億),14Q4 毛利 (億),15Q1 毛利 (億),15Q2 毛利 (億),15Q3 毛利 (億),15Q4 毛利 (億),16Q1 毛利 (億),16Q2 毛利 (億),16Q3 毛利 (億),16Q4 毛利 (億)
3576,聯合再生,8.2,+0.1,+1.23,0.42,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,7.91,6.69,2.27,1.01,-0.99,-1.66,2.79,6.11,7.51,-4.01,-12.7,-9.9
3593,力銘,9.85,-0.15,-1.5,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.02,-0.47,0.01,-0.57,0.17,-0.25,0.08,-0.32,0.08,0.13,0.35,0.02
3686,達能,14.1,-0.4,-2.76,-1.09,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.63,-0.98,-1.37,-1,-1.2,-1.35,-0.96,-1.04,-0.45,-0.54,-2.18,-1.39
3714,富采,35.15,+0.2,+0.57,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
4108,懷特,13.15,0,0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.01,0,0.01,0,0,0,0.01,0.01,0,0.04,0.04,0.04
4142,國光生,18.55,-0.15,-0.8,-0.57,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.53,0.61,-1.09,-1.04,-0.6,-0.03,-0.85,-1.43,-0.77,-0.2,-0.1,-0.82
4190,佐登-KY,34.5,+0.4,+1.17,3.21,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,5.28,2.84,2.89,2.45,3.01,2.85,3.45,2.73,3,3,3.82
4426,利勤,11.2,-0.2,-1.75,2.29,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.12,0.97,1.38,1.74,2.43,2.58,2.51,2.91,3.85,2.33,3.42,2.23
4526,東台,21.5,-1,-4.44,5.66,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,4.55,6.46,6.25,4.33,4.28,5.47,6.86,8.19,5.65,4.32,4.8,6.74
4540,全球傳動,36.6,-0.05,-0.14,2.15,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,1.41,1.93,3.1
4555,氣立,34.75,+0.35,+1.02,1.52,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.18,2.08,1.97,1.49,1.36,2.03,1.89,1.08,1.1,1.65,1.45,0.99
4562,穎漢,40.9,+0.55,+1.36,2.08,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,2.49,1.57,4.85,1.1,1.18,1.57,1.8
4564,元翎,19.4,+0.65,+3.47,3.67,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,1.57,5.76
4737,華廣,55,+5,+10,1.72,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.24,1.43,1.37,1.9,1.5,1.45,1.94,2.12,1.36,1.88,2.01,2.45
4764,雙鍵,39,-0.2,-0.51,3.62,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,2.23,8.65,,2.35,2.23,2.66
4807,日成-KY,17.7,+1.6,+9.94,2.34,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,1.91,1.26,6.39,1.93,2.03,1.24,1.64
4927,泰鼎-KY,22.5,-0.65,-2.81,3.54,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,3.12,3.17,3.95,2.98,2.61,3.57,6.11,4.12,3.18,3.57,3.77,2.3
4934,太極,9.9,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,2.11,1.81,0.09,0.48,0.69,0.64,1.65,3.31,3.02,2.4,-3.35,-0.81
代號,名稱,成交,漲跌 價,漲跌 幅,平均 毛利 (億),,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,14Q1 毛利 (億),14Q2 毛利 (億),14Q3 毛利 (億),14Q4 毛利 (億),15Q1 毛利 (億),15Q2 毛利 (億),15Q3 毛利 (億),15Q4 毛利 (億),16Q1 毛利 (億),16Q2 毛利 (億),16Q3 毛利 (億),16Q4 毛利 (億)
4943,康控-KY,12,0,0,1.89,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,2.19,1.47,5.13,1.47,1.4,1.47,1.74,1.23,1.07,1.71,1.95
4949,有成精密,38.5,-0.8,-2.04,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
4956,光鋐,21.35,+0.75,+3.64,0.69,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.74,0.93,0.92,0.69,0.74,0.97,0.54,0.1,0.34,0.81,0.77,0.68
4960,誠美材,12.25,-0.15,-1.21,3.22,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,6.81,9.09,6.32,6.76,6.63,4.98,3.12,2.93,-0.27,-1.38,-3.12,-3.2
4976,佳凌,25.8,+0.3,+1.18,0.28,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.58,0.57,0.2,-0.04,0.1,0.25,0.31,0.02,0.22,0.39,0.64,0.18
4989,榮科,14.6,-0.05,-0.34,1.12,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,-0.22,,1.42,1.04,2.23
5484,慧友,37.55,0,0,0.94,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.35,1.28,1.28,0.86,0.73,0.81,0.7,0.62,0.84,1.05,1.11,0.71
5531,鄉林,9.71,-0.11,-1.12,5.19,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,3.19,9.05,6.41,5.16,1.69,1.91,2.69,9.85,5.9,1.06,4.5,10.9
5546,永固-KY,28,+0.15,+0.54,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
5608,四維航,16.3,-0.1,-0.61,0.03,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.13,0.85,1.15,1.39,1.27,0.77,1.07,-0.35,-2.08,-1.22,-1.19,-1.48
5907,大洋-KY,8.64,-0.34,-3.79,14.8,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,16.9,14.9,13.5,18.9,17.8,14.4,13.1,15.4,15.4,12.3,10.2,14.8
6112,邁達特,43.5,-0.55,-1.25,1.85,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.65,1.85,1.77,1.68,1.84,1.93,1.73,1.83,1.9,2.07,2.06,1.94
6116,彩晶,6.98,0,0,9.48,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,16.9,14.9,9.23,2.89,8.22,-0.09,-2.71,-5.25,-2.66,0.48,28.3,43.5
6141,柏承,9.4,-0.05,-0.53,0.63,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.86,0.84,1.27,0.83,0.16,-0.02,0.19,0.16,0.39,0.75,1.12,1.04
6142,友勁,8.62,+0.04,+0.47,1.19,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.09,1.09,1.18,0.98,1.01,1.35,1.53,1.2,1.09,1.12,1.21,1.44
6152,百一,9.01,-0.06,-0.66,2.27,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,2.66,2.43,1.35,2.01,1.46,2.21,1.48,2.42,2.49,2.34,3.22,3.14
6153,嘉聯益,11.4,+0.25,+2.24,5.35,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,4.64,5.66,8.58,7.47,2.29,2.98,7.95,7.52,2.99,3.84,4.78,5.52
6168,宏齊,15.9,0,0,1.12,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.12,2.52,2.06,1.26,0.66,0.12,1.57,0.66,0.4,0.55,1.22,1.26
代號,名稱,成交,漲跌 價,漲跌 幅,平均 毛利 (億),,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,14Q1 毛利 (億),14Q2 毛利 (億),14Q3 毛利 (億),14Q4 毛利 (億),15Q1 毛利 (億),15Q2 毛利 (億),15Q3 毛利 (億),15Q4 毛利 (億),16Q1 毛利 (億),16Q2 毛利 (億),16Q3 毛利 (億),16Q4 毛利 (億)
6202,盛群,38.75,+0.2,+0.52,4.87,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,4.17,4.91,4.67,5.09,4.29,4.98,5.06,5.15,4.42,5.37,5.2,5.17
6209,今國光,23.5,-0.45,-1.88,0.79,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.77,0.49,1.08,0.25,0.56,0.67,1.12,0.67,0.73,0.87,1.31,0.91
6225,天瀚,12.35,-0.55,-4.26,0.01,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.01,0.05,0.07,-0.05,0.18,0.07,0.05,-0.11,-0.02,-0.06,-0.04,-0.01
6226,光鼎,7.28,+0.05,+0.69,0.75,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.58,1.24,0.8,0.67,0.61,0.83,0.73,0.6,0.69,0.82,0.66,0.77
6269,台郡,49.8,-0.6,-1.19,10.2,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,3.12,4.22,6.95,14.6,11.4,11.8,11.5,13.4,9.25,7.19,14.4,14.6
6282,康舒,26.05,-0.2,-0.76,8.27,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,8,10.3,9.36,8.32,7.59,7.45,8.39,8.11,7.46,8,8.09,8.21
6405,悅城,21.6,-0.55,-2.48,0.82,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.33,1.94,1.63,1.21,0.62,0.64,0.57,0.63,0.16,0.17,0.27,0.64
6426,統新,59.1,0,0,0.52,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.61,0.4,0.38,0.34,0.6,0.5,0.44,0.5,0.49,0.56,0.61,0.84
6431,光麗-KY,18.75,+0.45,+2.46,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.59,1.15,0.38,-0.09,-0.16,-0.31,-0.12,-0.99,-0.26,-0.82,-0.27,-1.15
6443,元晶,14.15,0,0,1.41,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,2.13,1.93,0.54,1.29,1.4,0.42,1.73,2.7,3.63,1.71,-1.38,0.74
6477,安集,27.9,-0.2,-0.71,0.67,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,0.82,0.69,2.25,0.39,0.5,0.69,0.59,0.31,0.38,0.34,0.4
6541,泰福-KY,63.5,+0.7,+1.11,0,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,0,0,0,0,0
6550,北極星藥業-KY,40.25,+3.65,+9.97,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6573,虹揚-KY,11.25,-0.3,-2.6,1.63,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,2.34,1.16,1.37
6598,ABC-KY,18.85,-0.15,-0.79,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6645,金萬林-創,21.85,+0.35,+1.63,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6657,華安,59.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6668,中揚光,33.95,+0.25,+0.74,2.03,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,1.4,2.67
代號,名稱,成交,漲跌 價,漲跌 幅,平均 毛利 (億),,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,14Q1 毛利 (億),14Q2 毛利 (億),14Q3 毛利 (億),14Q4 毛利 (億),15Q1 毛利 (億),15Q2 毛利 (億),15Q3 毛利 (億),15Q4 毛利 (億),16Q1 毛利 (億),16Q2 毛利 (億),16Q3 毛利 (億),16Q4 毛利 (億)
6674,鋐寶科技,16.95,+0.1,+0.59,3.91,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,1.86,5.96
6695,芯鼎,41.6,-0.05,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6698,旭暉應材,27.2,+0.45,+1.68,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6706,惠特,66.5,-0.2,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6770,力積電,14.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6794,向榮生技-創,64.8,+1.5,+2.37,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6838,台新藥,24.3,+0.15,+0.62,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6885,全福生技,23.3,-0.2,-0.85,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6901,鑽石投資,22.65,+0.6,+2.72,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6902,GOGOLOOK-創,98,-1.5,-1.51,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6919,康霈*,616,+4,+0.65,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6928,攸泰科技,44.3,-1.1,-2.42,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6949,沛爾生醫-創,125.5,+0.5,+0.4,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6969,成信實業*-創,26.75,-0.75,-2.73,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
8101,華冠,16.1,0,0,3.22,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,4.99,4.1,4.47,6.93,3.73,2.77,3.43,2.9,2.48,2.06,-0.39,1.23
8110,華東,11.8,-0.05,-0.42,2.4,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,2.13,4.56,4.44,2.53,0.96,1.13,1.16,2.37,0.66,1.87,2.99,3.96
8201,無敵,11.85,+0.1,+0.85,0.38,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.63,0.29,0.41,0.05,0.69,0.22,0.11,-0.08,0.17,0.38,0.32,0.37
8411,福貞-KY,12.35,+0.55,+4.66,2.58,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,3.16,1.56,1.92,2.16,2.58,1.82,2.66,2.54,3.33,1.98,3.43,3.86
代號,名稱,成交,漲跌 價,漲跌 幅,平均 毛利 (億),,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,14Q1 毛利 (億),14Q2 毛利 (億),14Q3 毛利 (億),14Q4 毛利 (億),15Q1 毛利 (億),15Q2 毛利 (億),15Q3 毛利 (億),15Q4 毛利 (億),16Q1 毛利 (億),16Q2 毛利 (億),16Q3 毛利 (億),16Q4 毛利 (億)
8429,金麗-KY,8.56,0,0,4.82,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,4.7,5.52,4.64,5.37,4.46,5.28,4.84,5.5,4.49,5.51,3.43,4.12
8443,阿瘦,11.6,+0.05,+0.43,3.17,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,4.28,3.75,3.56,3.27,3.2,3.07,2.97,3.2,2.85,2.9,2.51,2.53
8488,吉源-KY,11.85,+0.3,+2.6,2.36,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,5.94,,,1.49,1.54,2.08,1.27,1.94,2.25
9912,偉聯,11.7,+0.05,+0.43,0.47,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.49,0.52,0.48,0.55,0.37,0.36,0.37,0.42,0.49,0.57,0.53,0.45
9914,美利達,131.5,-1,-0.75,10.9,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,11.1,13.1,12.5,11.2,11.9,13,13.8,9.25,10.4,9.57,8.5,6.42
9919,康那香,15.55,-0.45,-2.81,1.49,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.51,1.63,1.43,1.27,1.48,1.81,1.07,1.85,1.42,1.56,1.67,1.17
9928,中視,15.6,0,0,-0.39,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.36,-0.06,-0.34,-0.27,-0.98,-0.7,-0.42,0.17,-0.35,-0.34,-0.42,-0.56
9929,秋雨,13.75,+0.4,+3,0.14,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.08,0.15,0.01,0.08,0.18,0.19,0.18,0.21,0.1,0.12,0.15,0.27
9955,佳龍,29.15,+2.65,+10,0.12,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.47,0.38,0.41,0.48,0.44,-0.03,-0.05,-0.5,0.18,0.53,0.15,-0.97
